,Avg,Std,Min,Max,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20
AL,115.83593344478437,40.658105613518266,9.0,344.0,0.002210035196856839,0.01658890616899948,0.029467135958091185,0.07920657007994325,0.15382936345529455,0.19721153583803988,0.1825871053995798,0.14146953698398407,0.09333988158576846,0.04714741753294589,0.01612507162151101,0.00862186570625631,0.008921993942866498,0.00862186570625631,0.005975280347057379,0.0027830072849308342,0.0021554664265640774,0.0011459441761479906,0.0012823661018798941,0.0013096504870262749
AK,116.03283542804976,40.245244927111465,9.0,338.0,0.00371540033438603,0.014304291287386216,0.02619357235742151,0.06743451606910644,0.14490061304105517,0.19375812743823148,0.18261192643507337,0.15623258406093257,0.09660040869403679,0.05535946498235185,0.018205461638491547,0.00854542076908787,0.006873490618614156,0.0072450306520527585,0.007988110718929966,0.0035296303176667286,0.00371540033438603,0.0009288500835965075,0.000743080066877206,0.001114620100315809
AZ,115.68858735443108,40.39257047698698,9.0,344.0,0.0017469238948807535,0.015665350144311103,0.02759000455719277,0.08252316572991038,0.1550584839738721,0.1987695579523014,0.17974327814066535,0.14453896399817712,0.09057420628892603,0.04701503873613854,0.01581725656995291,0.009304268570560536,0.008658666261582865,0.008601701351967188,0.006076257025672186,0.002943186996809965,0.0019178186237277838,0.0013671578307762418,0.0010063800698769559,0.0010823332826978582
AR,116.21033219543375,41.13872203583096,9.0,344.0,0.0022824919441460797,0.016156462585034014,0.02797171500179019,0.08252774794128177,0.15341926244181883,0.19369853204439672,0.17857142857142858,0.14281238811313998,0.09349266022198353,0.05102040816326531,0.015440386680988185,0.00832438238453276,0.009532760472610096,0.009935553168635876,0.00550483351235231,0.002953813104189044,0.002640529896168994,0.0015216612960973863,0.001163623344074472,0.001029359112065879
CA,115.64927441827808,40.58847902406283,9.0,344.0,0.0020768271758853517,0.01600977620875662,0.02870835544912545,0.08060434745040919,0.15700257983286633,0.19661659239875082,0.18110056410699518,0.143285645513683,0.09047621986594744,0.04757878365200647,0.015633293422043375,0.008986212089417748,0.00875476775332354,0.008375199042129041,0.006023724587411897,0.0028853393899744484,0.002184834532729315,0.0013146038290150963,0.0013146038290150963,0.0010677298705146089
CO,116.23243241136083,40.03681697720803,9.0,344.0,0.002209619208956323,0.01524637254179863,0.025950750042964817,0.07755763423436694,0.15577815423142077,0.19476565760722792,0.18428224202695737,0.14534384130023814,0.09297586604797328,0.04799783948344013,0.01703861923350765,0.009231298028528638,0.009967837764847413,0.0080528344504186,0.005916869215094154,0.002823402322555302,0.0017676953671650585,0.001178463578110039,0.0009575016572144067,0.0009575016572144067
CT,116.03888893353283,40.23851987534784,9.0,340.0,0.00226630870611206,0.016177957532861477,0.02789303022907151,0.0732889369268854,0.1489836477110282,0.1870227676859245,0.18423346466301732,0.14989017119347303,0.095952023988006,0.05383354834210802,0.0193856560092047,0.00906523482444824,0.008402775356507793,0.008367909068721454,0.006485129528259127,0.0032076984763432237,0.0023709075694710786,0.0011505874969492,0.0014295177992399149,0.0005927268923677696
DE,116.02909417514432,40.58766880045968,14.0,340.0,0.005260164913278362,0.02189365936878021,0.034688655103781635,0.0907023030992323,0.1575206141597953,0.18638043787318737,0.1661927779357407,0.14458345180551607,0.09297696900767699,0.04449815183394939,0.015353994882001705,0.0068239977253340914,0.010378163207278931,0.007676997441000853,0.006681831106056298,0.0028433323855558716,0.002416832527722491,0.0012794995735001423,0.0012794995735001423,0.0005686664771111743
DC,115.00930963264916,41.51717844920545,14.0,342.0,0.004411200613732259,0.0189873417721519,0.035097813578826235,0.10548523206751055,0.16762562332182585,0.1971614883007288,0.17222861526658995,0.1308016877637131,0.07422324510932106,0.038166474875335636,0.01304181051016494,0.009397775220560031,0.009397775220560031,0.005370157268891446,0.006712696586114308,0.0034522439585730723,0.0030686612965093976,0.002109704641350211,0.002109704641350211,0.0011507479861910242
FL,116.01132814494497,40.78343576030434,9.0,344.0,0.002392297328382242,0.01614800696658013,0.029634254543064637,0.08072689034208537,0.15201603627879465,0.19529427228812724,0.1809273438270185,0.14262429759127207,0.09280667740133416,0.04918668463080411,0.016318885347178864,0.009404883178337878,0.009227432552331504,0.008392757385560777,0.006125332719923762,0.003115244323223029,0.002385725082974598,0.0011107094738917551,0.001261871118267556,0.0009003976208471625
GA,115.91060160831458,40.30460264460016,9.0,344.0,0.0021436371725560514,0.01565259595809796,0.02817736912353552,0.07981340919202405,0.15465196230434256,0.19565070847882654,0.18153505992746688,0.1440955603791137,0.09227077238348186,0.04943847491674868,0.01623232173432381,0.009046418508082455,0.008507138716244455,0.008925080554918906,0.005837703746646354,0.002804254917557602,0.0019953352298006013,0.0011864155420436007,0.0011594515524517009,0.0008763296617367506
